CUI,CUI_STR,LOINC_PART,LOINC_PART_NAME
C1116455,Structure of femoral vessel,LP30417-7,Lower extremity>Femoral vessels
C1318139,{Setting},LP32887-9,{Setting}
C0086409,Hispanics,LP72690-8,Hispanic origin
C1440886,Legionella pneumophila 7,LP17711-0,Legionella pneumophila 7
C1441501,Branemark scale,LP32199-9,Branemark scale
C1718962,Fire Ant (Solenopsis geminata) Ab,LP39774-2,Solenopsis geminata Ab
C1954289,PAX5 Ag,LP62872-4,PAX5 Ag
C0556137,Sucrose intake,LP203174-0,Sucrose intake
C0033240,Type III Procollagen,LP20826-1,Procollagen type III
C3261766,I am able to do all of the community activities that people expect me to do in the past 7D,LP134327-8,I am able to do all of the community activities that people expect me to do in the past 7D
C1270822,Canary grass specific immunoglobulin E,LP147833-0,Phalaris arundinacea Ab.IgE
C3172118,Cichorium intybus Ab.IgG,LP113507-0,Cichorium intybus Ab.IgG
C0024671,Mammography,LP249807-1,MG
C0024671,Mammography,LP32234-4,Mam
C0024671,Mammography,LP208647-0,MG
C0443720,Cysticercus antibody,LP37871-8,Cysticercus Ab
C1413347,CES1 gene,LP203636-8,CES1 gene
C3165540,Part time social worker staff positions filled at end of period,LP116208-2,Part time social worker staff positions filled at end of period
C0150073,Situational low self-esteem,LP75628-5,Situational self-esteem disturbance
C1717567,Ascaris lumbricoides adult IgG,LP37095-4,Ascaris lumbricoides adult Ab.IgG
C3173313,End date of treatment or therapy,LP114965-9,End date of treatment or therapy
C0545084,Outpatient visits,LP212524-5,Outpatient visits
C0882803,Cells.CD16b/100 cells,LP285328-3,Cells.CD16b/100 cells
C1553116,Test strip (procedure),LP6548-4,Test strip
C1317240,Clostridium difficile toxin Ab,LP37708-2,Clostridioides difficile toxin Ab
C0808376,Velocity slope,LP73658-4,Velocity slope
C1370191,Post-operative evaluation and management note,LP73134-6,Postoperative evaluation and management note
C1370191,Post-operative evaluation and management note,LP269095-8,Post-operative evaluation and management note
C1441053,Parakeet feather,LP17552-8,Parakeet feather
C1717788,Dominant nodule.additional dimension 1,LP72487-9,Dominant nodule.additional dimension 1
C0392762,Quantitative (qualifier value),LP7753-9,Qn
C0392762,Quantitative (qualifier value),LP266397-1,Quantitative
C2736917,Cs^a,LP98002-6,C little s super little a
C3262146,National Emergency Medical Services Information System (NEMSIS),LP133214-9,NEMSIS
C3262146,National Emergency Medical Services Information System (NEMSIS),LP133224-8,NEMSIS
C0060983,galactosyl-(1-3)galactose,LP172788-4,"Galactose-alpha-1,3-galactose"
C0205762,Feline panleukopenia virus,LP14115-7,Feline panleukopenia virus
C1115320,Chenopodium quinoa Ab.IgE.RAST class,LP227982-8,Chenopodium quinoa Ab.IgE.RAST class
C1439708,4.5 hours post 100 g glucose PO,LP20430-2,4.5H post 100 g glucose PO
C3173839,Incenter dialysis patients at beginning of reporting period,LP116238-9,Incenter dialysis patients at beginning of reporting period
C3483981,Depression score,LP150150-3,Depression score
C1439760,50 minutes post 200 ug TRH IV,LP20834-5,50M post 200 ug TRH IV
C1718658,Honey bee (Apis mellifera) Ab,LP37071-5,Apis mellifera Ab
C1440767,HTLV I g46,LP18592-3,HTLV I g46
C1719202,Formaldehyde Ab,LP38182-9,Formaldehyde Ab
C0050456,acetonitrile,LP15313-7,Acetonitrile
C0807813,S wave duration.lead V6,LP31147-9,S wave duration.lead V6
C1446698,Paspalum notatum antigen,LP13951-6,Paspalum notatum
C1976769,Self-Performance in walking during this episode,LP75602-0,Self-Performance in walking during this episode
C2598543,Isovalerylcarnitine+Methylbutyrylcarnitine (C5)/Octanoylcarnitine (C8),LP286295-3,Isovalerylcarnitine+Methylbutyrylcarnitine (C5)/Octanoylcarnitine (C8)
C0009508,Complement C3 Nephritic Factor,LP14300-5,C3 nephritic factor
C0079595,Imaging Techniques,LP6328-1,Imaging
C1953642,Beef leukotriene release,LP227763-2,Beef leukotriene release
C3483770,Date prescription stopped,LP149757-9,Date prescription stopped
C1976717,Resident believes he or she is capable of increased independence in at least some ADLs,LP75567-5,Resident believes he or she is capable of increased independence in at least some ADLs
C1717959,Influenza virus A identified,LP38645-5,Influenza virus A identified
C0128327,mexacarbate,LP262671-3,Mexacarbate
C1317430,Free homocysteine,LP31715-3,Homocystine.free
C1317430,Free homocysteine,LP62169-5,Homocysteine.free
C2708934,Isoniazid 10.0 ug/mL,LP228732-6,Isoniazid 10.0 ug/mL
C0028434,Encephalitozoon cuniculi,LP35804-1,Encephalitozoon cuniculi
C2738738,Ictalurus punctatus Ab.IgG.RAST class,LP228699-7,Ictalurus punctatus Ab.IgG.RAST class
C2964592,When I was in pain I became quiet and withdrawn in past 7D,LP102925-7,When I was in pain I became quiet and withdrawn in past 7D
C3262859,Chronic urticaria index panel,LP135747-6,Chronic urticaria index panel
C1562547,"Chest, abdomen, and pelvis",LP157000-3,Chest+Abdomen+Pelvis
C1978607,Harmonia axyridis Ab.IgE,LP147844-7,Harmonia axyridis Ab.IgE
C2707748,Surface-to-surface transfer,LP89973-9,Surface-to-surface transfer
C2963475,"Each time you ate bread, toast or dinner rolls, how much did you usually eat in the past 30D",LP102627-9,"Each time you ate bread, toast or dinner rolls, how much did you usually eat in the past 30D"
C3175195,I usually notice car number plates or similar strings of information,LP118403-7,I usually notice car number plates or similar strings of information
C3260527,I usually understand my homework assignments,LP133486-3,I usually understand my homework assignments
C0021755,Interleukin-1,LP16469-6,Interleukin 1
C0318751,Banzi virus,LP21135-6,Banzi virus
C1299043,Salmonella species,LP16750-9,Salmonella sp
C1978497,OTC - When using section,LP73026-4,OTC - When using section
C2699134,cefcapene,LP185665-9,Cefcapene
C2963485,Elicited items,LP101822-7,Elicited items
C3165701,PhenX - grammatical impairments - grammaticality judgment task protocol,LP112542-8,PhenX - grammatical impairments - grammaticality judgment task protocol 200503
C0081938,CD29 Antigen,LP18347-2,CD29
C0449216,aVL - Lead site,LP7384-3,Lead AVL
C2734929,Cells.CD19+CD56+/100 cells,LP285344-0,Cells.CD19+CD56+/100 cells
C3258044,Physical &or occupational therapy sequence,LP128534-7,Physical &or occupational therapy sequence
C0552990,Streptococcus pneumoniae 7 Ab.IgG,LP39900-3,Streptococcus pneumoniae 7 Ab.IgG
C0694757,Mouth and throat Route of Administration,LP30130-6,Mouth & throat
C1439454,15 minutes post 100 g lutropin IV,LP20366-8,15M post 100 g lutropin IV
C0007872,Cervix Mucus,LP7161-5,Cvm
C0007872,Cervix Mucus,LP14740-2,Cervical mucus
C0947481,Hospitalization leading to alcohol-substance abuse rehabilitation treatment,LP30045-6,Hospitalization leading to alcohol-substance abuse rehabilitation treatment
C1830369,Race or ethnicity,LP75483-5,Race or ethnicity
C0027396,naproxen,LP16215-3,Naproxen
C0946130,Human papilloma virus IgG,LP38567-1,Human papilloma virus Ab.IgG
C1446529,Hippoglossus hippoglossus antigen,LP17211-1,Hippoglossus hippoglossus
C3266739,Interdialytic time,LP147350-5,Interdialytic time
C1718856,Lactobacillus sp Ab,LP38792-5,Lactobacillus sp Ab
C0025709,Methyl Parathion,LP19293-7,Methyl parathion
C2925695,Morphine/Creatinine,LP286573-3,Morphine/Creatinine
C0486795,Flounder Ab.IgG,LP38173-8,Flounder Ab.IgG
C1317869,{First tooth space boundary} {second tooth space boundary},LP76028-7,{First tooth space boundary} {second tooth space boundary}
C1525407,Chicken Ab.IgE,LP147730-8,Chicken Ab.IgE
C2707173,User safety warnings section,LP89545-5,User safety warnings section
C1831189,Legionella pneumophila 9 IgM,LP63061-3,Legionella pneumophila 9 Ab.IgM
C2964343,PhenX measure - selenium,LP111143-6,PhenX measure - selenium
C0805148,Acarus siro Ab.IgE.RAST class,LP227530-5,Acarus siro Ab.IgE.RAST class
C0882734,Brucella suis DNA,LP37447-7,Brucella suis DNA
C1545834,VA C&P exam.miscellaneous respiratory diseases note,LP73631-1,VA C&P exam.miscellaneous respiratory diseases note
C0021815,Intervertebral disc structure,LP249239-7,XXX>Intervertebral disc
C0021815,Intervertebral disc structure,LP186085-9,Intervertebral disc
C0021815,Intervertebral disc structure,LP199930-1,Intervertebral disc
C2924465,Maple syrup urine disease newborn screening comment-discussion,LP98856-5,Maple syrup urine disease newborn screening comment-discussion
C0268151,Classical galactosemia,LP56781-5,Classical galactosemia
C1830706,No postural limitations,LP75184-9,No postural limitations
C1287268,Platelet morphology - finding,LP99297-1,Platelet morphology finding
C2924255,Collaborative staging site-specific factor 14,LP100411-0,Collaborative staging site-specific factor 14
C0807598,QRS initial amplitude.lead II,LP31048-9,QRS initial amplitude.lead II
C0946255,Not enjoying life,LP75202-9,Not enjoying life
C3257877,Neuro & emotional & behavioral status - resumption of care,LP135995-1,Neuro & emotional & behavioral status - resumption of care
C0369128,Donor relation to patient,LP72490-3,Donor relation to patient
C1291783,Primate T-lymphotropic virus 1 protein 19 antigen,LP18594-9,HTLV I p19
C1317670,Pyrazinamide 100.0 ug/mL,LP229449-6,Pyrazinamide 100.0 ug/mL
C1507019,Pain severity.total,LP34356-3,Pain severity.total
C1508414,Views axillary + Y,LP33846-4,Views axillary + Y
C0883301,Catheter placement,LP33590-8,Placement of catheter
C1829545,30 minutes post dose betaxolol+glucagon,LP61861-8,30M post dose betaxolol+glucagon
C0052201,Apolipoprotein E4,LP18777-0,Apolipoprotein E4
C0245109,anakinra,LP191906-9,Anakinra
C0379955,indium In-111 pentetreotide,LP208679-3,In-111 pentetreotide
C1116285,Cynodon dactylon basophil bound Ab,LP174363-4,Cynodon dactylon basophil bound Ab
C1417573,MYOC gene,LP64444-0,MYOC gene
C0443813,Antigen in MNS blood group system,LP39031-7,MNSs group Ag
C1699861,brivaracetam,LP266347-6,Brivaracetam
C2361338,Pulmonary attachment,LP68332-3,ATTACH.REHAB.PULM
C0002871,Anemia,LP74477-8,Anemia
C0487681,Transfuse platelets,LP14609-9,Transfuse platelets
C0392678,Swallowing problem,LP75706-9,Swallowing problem
C0392678,Swallowing problem,LP75705-1,Swallowing impairment
C0038035,Sporothrix,LP30585-1,
C1545739,Rhinovirus Antigen,LP39560-5,Rhinovirus Ag
C3258386,"When you were a child - that is, when you were in elementary or middle school, before about age 12 - were you ever physically abused",LP129584-1,"When you were a child - that is, when you were in elementary or middle school, before about age 12 - were you ever physically abused"
C1440163,Borrelia burgdorferi 39kD,LP17928-0,Borrelia burgdorferi 39kD
C1629609,Age at menopause,LP36236-5,Age at menopause
C2598244,Pain presence during last 2D,LP75339-9,Pain presence during last 2D
C2964582,"When I got mad, I stayed mad in past 7D",LP103376-2,"When I got mad, I stayed mad in past 7D"
C0552524,Leishmania sp identified,LP38878-2,Leishmania sp identified
C3258265,Transplant facility NPI,LP134076-1,Transplant facility NPI
C0060987,galactosylhydroxylysine,LP201745-9,Galactosylhydroxylysine
C1317181,cefOXitin 30.0 ug/mL,LP227941-4,cefOXitin 30.0 ug/mL
C1718230,Preservation fluid,LP73146-0,Preservation fluid
C3165558,People often tell them that your child keeps going on and on about the same thing,LP118467-2,People often tell them that your child keeps going on and on about the same thing
C0035569,Ricin,LP35837-1,Ricin toxin
C0035569,Ricin,LP33246-7,Ricin
C3176928,Condition status,LP128527-1,Condition status
C3176994,"During the past Y, have you received a transfusion of blood or blood products, or have you been given immune gamma globulin or an antiviral drug",LP128201-3,"During the past Y, have you received a transfusion of blood or blood products, or have you been given immune gamma globulin or an antiviral drug"
C3475687,I can remember things in the past 7D,LP146761-4,I can remember things in the past 7D
C0034282,pyrilamine,LP16269-0,Pyrilamine
C0522418,Influenza virus A Leningrad,LP17164-2,Influenza virus A Leningrad
C1264671,Substance rate,LP6867-8,SRat
C0299583,leptin,LP19488-3,Leptin
C2707740,Moving from seated to standing position,LP89969-7,Moving from seated to standing position
C0266071,Rotation of tooth,LP269780-5,Rotated teeth
C0085672,Microbiology procedure,LP7819-8,MICRO
C1718281,Resident assessment protocol 11--Falls - triggered,LP75533-7,Resident assessment protocol 11--Falls - triggered
C2709024,30 minutes post dose glucose IV,LP94789-2,30M post dose glucose IV
C3169371,Fabry disease newborn screening comment-discussion,LP111178-2,Fabry disease newborn screening comment-discussion
C3174051,"My breathing makes it difficult to do things such as walk up hills, carrying things up stairs, light gardening such as weeding, dance, play bowls or play golf",LP116740-4,"My breathing makes it difficult to do things such as walk up hills, carrying things up stairs, light gardening such as weeding, dance, play bowls or play golf"
C0934769,Right little finger,LP34296-1,Finger.fifth.right
C0946393,Social Contact:behavior,LP56910-0,Social contact.behavior
C1546091,pre {event},LP34953-7,pre {event}
C3166013,PhenX measure - family history of diabetes,LP112327-4,PhenX measure - family history of diabetes
C3173850,Home patients restarting dialysis,LP116244-7,Home patients restarting dialysis
C3262085,I could get on and off the toilet without using my arms in the past 7D,LP134512-5,I could get on and off the toilet without using my arms in the past 7D
C1317136,Blood flow velocity.max.kidney artery/Blood flow velocity.max.aorta,LP285157-6,Blood flow velocity.max.kidney artery/Blood flow velocity.max.aorta
C1439884,post vasectomy,LP20442-7,post vasectomy
C1442326,Neurologic balance and Coordination,LP30137-1,Neurologic balance+Coordination
C2924214,Bromelin MUXF3,LP99632-9,Bromelin MUXF3
C1545612,View first pass & wall motion & ejection fraction,LP35442-0,View first pass & wall motion & ejection fraction
C1545612,View first pass & wall motion & ejection fraction,LP35441-2,Views first pass+wall motion+ejection fraction
C3165636,PhenX - current marital status protocol,LP113328-1,PhenX - current marital status protocol 010901
C0369948,Bartonella henselae IgG,LP37220-8,Bartonella henselae Ab.IgG
C3259797,I can always manage to solve difficult problems if I try hard enough,LP129077-6,I can always manage to solve difficult problems if I try hard enough
C0795712,Oxedrine,LP16228-6,Oxedrine
C0947507,Correction text,LP72320-2,Correction text
C1317598,Pathologic findings,LP64624-7,Pathologic findings
C1439655,30 minutes post collection,LP20578-8,30M post collection
C2708617,Mononuclear cells.immature/100 leukocytes,LP286567-5,Mononuclear cells.immature/100 leukocytes
C0127646,Mesoporphyrin,LP18646-7,Mesoporphyrin
C1116024,Salmo salar Ab.IgE.RAST class,LP229540-2,Salmo salar Ab.IgE.RAST class
C1292300,Gerbich blood group system,LP118928-3,G little e
C1292300,Gerbich blood group system,LP121339-8,
C2599890,Octanoylcarnitine (C8),LP19313-3,Octanoylcarnitine (C8)
C2599890,Octanoylcarnitine (C8),LP70166-1,Octanoylcarnitine (C8)
C3475809,I have been eating more in the last 2W or more,LP149948-4,I have been eating more in the last 2W or more
C0093365,2-methyl-3-hydroxybutyrate,LP18406-6,2-Methyl-3-Hydroxybutyrate
C0093365,2-methyl-3-hydroxybutyrate,LP268875-4,"2-Methyl,3-Hydroxybutyrate"
C1442193,Biliary duct and Pancreatic duct,LP7054-2,Biliary duct+Pancreatic duct
C1442193,Biliary duct and Pancreatic duct,LP29827-0,Biliary ducts+Pancreatic duct
C1442193,Biliary duct and Pancreatic duct,LP206624-1,Abdomen>Biliary ducts+pancreatic duct
C2709153,Influenza virus A swine origin,LP94775-1,Influenza virus A swine origin
C3165757,PhenX - oral glucose tolerance test protocol,LP112419-9,PhenX - oral glucose tolerance test protocol 141001
C0805428,Calcium oxalate dihydrate crystal,LP18873-7,Calcium oxalate dihydrate crystals
C3166714,When were your childs tonsils removed,LP116823-8,When were your childs tonsils removed
C3174930,Are you considering wearing contact lenses in the next year,LP117855-9,Are you considering wearing contact lenses in the next year
C0005151,beta 2-Transferrin,LP18472-8,Beta-2 transferrin
C1335212,PIK3CA gene,LP101031-5,PIK3CA gene
C1718912,Avocado (Persea americana) Ab,LP39343-6,Persea americana Ab
C2599662,Basement membrane zone BP230 Ab,LP71486-2,Basement membrane zone BP230 Ab
C2594861,mutations tier 1,LP71359-1,targeted mutation analysis.tier 1
C2735678,IADL assistance,LP97322-9,IADL assistance
C2963648,How much did pain interfere with the things you usually do for fun in past 7D,LP102952-1,How much did pain interfere with the things you usually do for fun in past 7D
C3175969,Do you prefer to keep a regular sleep schedule - one that does not change much from one night to the next,LP120231-8,Do you prefer to keep a regular sleep schedule - one that does not change much from one night to the next
