PheCode.x	PheCode_desc.x	PheCode.y	PheCode_desc.y
PheCode:334.1	Spinocerebellar disease	PheCode:333	Extrapyramidal disease and abnormal movement disorders
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:333	Extrapyramidal disease and abnormal movement disorders
PheCode:292	Neurological disorders	PheCode:333	Extrapyramidal disease and abnormal movement disorders
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:350	Abnormal movement
PheCode:313.2	Tics and stuttering	PheCode:350	Abnormal movement
PheCode:313.2	Tics and stuttering	PheCode:333	Extrapyramidal disease and abnormal movement disorders
PheCode:569	Other disorders of intestine	PheCode:540	Appendiceal conditions
PheCode:527	Diseases of the salivary glands	PheCode:528.41	Cyst of the salivary gland
PheCode:289.4	Lymphadenitis	PheCode:446.2	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)
PheCode:907	Injuries to the nervous system	PheCode:335	Multiple sclerosis
PheCode:348.9	Other conditions of brain, NOS	PheCode:335	Multiple sclerosis
PheCode:341	Other demyelinating diseases of central nervous system	PheCode:335	Multiple sclerosis
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:335	Multiple sclerosis
PheCode:359.2	Myopathy	PheCode:772.1	Muscular wasting and disuse atrophy
PheCode:770	Myalgia and myositis unspecified	PheCode:359.2	Myopathy
PheCode:717	Polymyalgia Rheumatica	PheCode:359.2	Myopathy
PheCode:513.8	Disorders of diaphragm	PheCode:359.2	Myopathy
PheCode:425.2	Secondary/extrinsic cardiomyopathies	PheCode:359.2	Myopathy
PheCode:598	Abnormal findings on examination of urine	PheCode:359.2	Myopathy
PheCode:425.1	Primary/intrinsic cardiomyopathies	PheCode:359.2	Myopathy
PheCode:359	Muscular dystrophies and other myopathies	PheCode:359.2	Myopathy
PheCode:772.1	Muscular wasting and disuse atrophy	PheCode:359.2	Myopathy
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:359.2	Myopathy
PheCode:425	Cardiomyopathy	PheCode:359.2	Myopathy
PheCode:709.4	Polymyositis	PheCode:359.2	Myopathy
PheCode:010	Tuberculosis	PheCode:031	Diseases due to other mycobacteria
PheCode:031.1	Leprosy	PheCode:031	Diseases due to other mycobacteria
PheCode:110.2	Dermatomycoses	PheCode:117	Mycoses
PheCode:110	Dermatophytosis / Dermatomycosis	PheCode:117	Mycoses
PheCode:110.1	Dermatophytosis	PheCode:117	Mycoses
PheCode:480.3	Pneumonia due to fungus (mycoses)	PheCode:117	Mycoses
PheCode:289.1	Myelofibrosis	PheCode:200	Myeloproliferative disease
PheCode:425.1	Primary/intrinsic cardiomyopathies	PheCode:411.2	Myocardial infarction
PheCode:425	Cardiomyopathy	PheCode:411.2	Myocardial infarction
PheCode:420	Carditis	PheCode:420.1	Myocarditis
PheCode:420.1	Myocarditis	PheCode:420	Carditis
PheCode:425	Cardiomyopathy	PheCode:420.1	Myocarditis
PheCode:425	Cardiomyopathy	PheCode:420	Carditis
PheCode:425.1	Primary/intrinsic cardiomyopathies	PheCode:420.1	Myocarditis
PheCode:425.1	Primary/intrinsic cardiomyopathies	PheCode:420	Carditis
PheCode:772.4	Rhabdomyolysis	PheCode:598	Abnormal findings on examination of urine
PheCode:359.2	Myopathy	PheCode:598	Abnormal findings on examination of urine
PheCode:359.2	Myopathy	PheCode:709.4	Polymyositis
PheCode:359.2	Myopathy	PheCode:770	Myalgia and myositis unspecified
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:709.4	Polymyositis
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:770	Myalgia and myositis unspecified
PheCode:371.9	Chronic inflammatory disorders of orbit	PheCode:709.4	Polymyositis
PheCode:371.9	Chronic inflammatory disorders of orbit	PheCode:770	Myalgia and myositis unspecified
PheCode:709.4	Polymyositis	PheCode:770	Myalgia and myositis unspecified
PheCode:381.11	Suppurative and unspecified otitis media	PheCode:381.1	Otitis media
PheCode:381.11	Suppurative and unspecified otitis media	PheCode:384.1	Myringitis
PheCode:384	Other disorders of tympanic membrane	PheCode:381.1	Otitis media
PheCode:384	Other disorders of tympanic membrane	PheCode:384.1	Myringitis
PheCode:381.1	Otitis media	PheCode:384.1	Myringitis
PheCode:732.1	Juvenile osteochondrosis	PheCode:733.4	Aseptic necrosis of bone
PheCode:526.5	Inflammatory conditions of jaw	PheCode:733.4	Aseptic necrosis of bone
PheCode:170.1	Bone cancer	PheCode:170.2	Cancer of connective tissue
PheCode:590	Pyelonephritis	PheCode:580.32	Nephritis and nephropathy with pathological lesion
PheCode:586	Other disorders of the kidney and ureters	PheCode:580.32	Nephritis and nephropathy with pathological lesion
PheCode:580.1	Glomerulonephritis	PheCode:580.32	Nephritis and nephropathy with pathological lesion
PheCode:275.5	Disorders of calcium/phosphorus metabolism	PheCode:586	Other disorders of the kidney and ureters
PheCode:580.32	Nephritis and nephropathy with pathological lesion	PheCode:586	Other disorders of the kidney and ureters
PheCode:585.3	Chronic renal failure [CKD]	PheCode:586	Other disorders of the kidney and ureters
PheCode:585	Renal failure	PheCode:586	Other disorders of the kidney and ureters
PheCode:586.2	Cyst of kidney, acquired	PheCode:586	Other disorders of the kidney and ureters
PheCode:594.1	Calculus of kidney	PheCode:586	Other disorders of the kidney and ureters
PheCode:269	Proteinuria	PheCode:586	Other disorders of the kidney and ureters
PheCode:588	Disorders resulting from impaired renal function	PheCode:586	Other disorders of the kidney and ureters
PheCode:585.2	Renal failure NOS	PheCode:586	Other disorders of the kidney and ureters
PheCode:010	Tuberculosis	PheCode:586	Other disorders of the kidney and ureters
PheCode:585.1	Acute renal failure	PheCode:586	Other disorders of the kidney and ureters
PheCode:446.8	Thrombotic microangiopathy	PheCode:586	Other disorders of the kidney and ureters
PheCode:595	Hydronephrosis	PheCode:586	Other disorders of the kidney and ureters
PheCode:599.6	Oliguria and anuria	PheCode:586	Other disorders of the kidney and ureters
PheCode:751.21	Cystic kidney disease	PheCode:586	Other disorders of the kidney and ureters
PheCode:253.3	Diabetes insipidus	PheCode:586	Other disorders of the kidney and ureters
PheCode:580.2	Nephrotic syndrome without mention of glomerulonephritis	PheCode:586	Other disorders of the kidney and ureters
PheCode:586	Other disorders of the kidney and ureters	PheCode:580.2	Nephrotic syndrome without mention of glomerulonephritis
PheCode:315.1	Learning disorder	PheCode:292	Neurological disorders
PheCode:315.1	Learning disorder	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:362	Other retinal disorders	PheCode:292	Neurological disorders
PheCode:362	Other retinal disorders	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:312	Conduct disorders	PheCode:292	Neurological disorders
PheCode:312	Conduct disorders	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:292	Neurological disorders
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:350.1	Abnormal involuntary movements	PheCode:292	Neurological disorders
PheCode:350.1	Abnormal involuntary movements	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:767	Cervicocranial/Cervicobrachial syndrome	PheCode:292	Neurological disorders
PheCode:767	Cervicocranial/Cervicobrachial syndrome	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:766	Neuralgia, neuritis, and radiculitis NOS	PheCode:292	Neurological disorders
PheCode:766	Neuralgia, neuritis, and radiculitis NOS	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:752	Nervous system congenital anomalies	PheCode:292	Neurological disorders
PheCode:752	Nervous system congenital anomalies	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:350	Abnormal movement	PheCode:292	Neurological disorders
PheCode:350	Abnormal movement	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:315	Develomental delays and disorders	PheCode:292	Neurological disorders
PheCode:315	Develomental delays and disorders	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:352	Disorders of other cranial nerves	PheCode:292	Neurological disorders
PheCode:352	Disorders of other cranial nerves	PheCode:349	Other and unspecified disorders of the nervous system
PheCode:752	Nervous system congenital anomalies	PheCode:752.1	Neural tube defects
PheCode:352	Disorders of other cranial nerves	PheCode:766	Neuralgia, neuritis, and radiculitis NOS
PheCode:764	Sciatica	PheCode:766	Neuralgia, neuritis, and radiculitis NOS
PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges	PheCode:215	Other benign neoplasm of connective and other soft tissue
PheCode:371	Inflammation of the eye	PheCode:357	Inflammatory and toxic neuropathy
PheCode:351	Other peripheral nerve disorders	PheCode:357	Inflammatory and toxic neuropathy
PheCode:356	Hereditary and idiopathic peripheral neuropathy	PheCode:357	Inflammatory and toxic neuropathy
PheCode:353.1	Nerve plexus lesions	PheCode:357	Inflammatory and toxic neuropathy
PheCode:766	Neuralgia, neuritis, and radiculitis NOS	PheCode:357	Inflammatory and toxic neuropathy
PheCode:939	Atopic/contact dermatitis due to other or unspecified	PheCode:695.7	Prurigo and Lichen
PheCode:170.2	Cancer of connective tissue	PheCode:215	Other benign neoplasm of connective and other soft tissue
PheCode:694.2	Other dyschromia	PheCode:199.4	Neurofibromatosis
PheCode:215	Other benign neoplasm of connective and other soft tissue	PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges
PheCode:335	Multiple sclerosis	PheCode:341	Other demyelinating diseases of central nervous system
PheCode:300.9	Posttraumatic stress disorder	PheCode:300	Anxiety disorders
PheCode:283	Acquired hemolytic anemias	PheCode:283.2	Non-autoimmune hemolytic anemias
PheCode:259	Other endocrine disorders	PheCode:278.1	Obesity
PheCode:278.11	Morbid obesity	PheCode:278.1	Obesity
PheCode:278.1	Obesity	PheCode:278.11	Morbid obesity
PheCode:290.16	Vascular dementia	PheCode:433.2	Occlusion of cerebral arteries
PheCode:352	Disorders of other cranial nerves	PheCode:378.2	Nystagmus and other irregular eye movements
PheCode:352	Disorders of other cranial nerves	PheCode:378.5	Paralytic strabismus
PheCode:229	Benign neoplasm of unspecified sites	PheCode:526.1	Cysts of the jaws
PheCode:195.1	Malignant neoplasm, other	PheCode:526.1	Cysts of the jaws
PheCode:609.1	Infertility, male	PheCode:609.11	Azoospermia and oligospermia
PheCode:371	Inflammation of the eye	PheCode:371.1	Uveitis, noninfectious or NOS
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:377.3	Optic neuritis/neuropathy
PheCode:368	Visual disturbances	PheCode:377.3	Optic neuritis/neuropathy
PheCode:377	Disorders of optic nerve and visual pathways	PheCode:377.3	Optic neuritis/neuropathy
PheCode:292	Neurological disorders	PheCode:377.3	Optic neuritis/neuropathy
PheCode:365.1	Open-angle glaucoma	PheCode:377.3	Optic neuritis/neuropathy
PheCode:352	Disorders of other cranial nerves	PheCode:377.3	Optic neuritis/neuropathy
PheCode:362.9	Retinal edema	PheCode:377.3	Optic neuritis/neuropathy
PheCode:242.3	Exophthalmos	PheCode:376	Disorders of the orbit
PheCode:371.9	Chronic inflammatory disorders of orbit	PheCode:376	Disorders of the orbit
PheCode:601.8	Other inflammatory disorders of male genital organs	PheCode:601.3	Orchitis and epididymitis
PheCode:292.4	Altered mental status	PheCode:290	Delirium dementia and amnestic and other cognitive disorders
PheCode:295.3	Psychosis	PheCode:290	Delirium dementia and amnestic and other cognitive disorders
PheCode:290.2	Delirium due to conditions classified elsewhere	PheCode:290	Delirium dementia and amnestic and other cognitive disorders
PheCode:290.1	Dementias	PheCode:290	Delirium dementia and amnestic and other cognitive disorders
PheCode:290.13	Senile dementia	PheCode:290	Delirium dementia and amnestic and other cognitive disorders
PheCode:312	Conduct disorders	PheCode:290	Delirium dementia and amnestic and other cognitive disorders
PheCode:733	Other disorders of bone and cartilage	PheCode:731.1	Osteitis deformans [Paget's disease of bone]
PheCode:170.2	Cancer of connective tissue	PheCode:727	Other disorders of synovium, tendon, and bursa
PheCode:733.4	Aseptic necrosis of bone	PheCode:732.1	Juvenile osteochondrosis
PheCode:736	Other acquired deformities of limbs	PheCode:732.1	Juvenile osteochondrosis
PheCode:710.12	Chronic osteomyelitis	PheCode:710.1	Osteomyelitis
PheCode:710.12	Chronic osteomyelitis	PheCode:710.19	Unspecified osteomyelitis
PheCode:743.11	Osteoporosis NOS	PheCode:743.1	Osteoporosis
PheCode:743.12	Senile osteoporosis	PheCode:743.11	Osteoporosis NOS
PheCode:743.1	Osteoporosis	PheCode:743.11	Osteoporosis NOS
PheCode:733.4	Aseptic necrosis of bone	PheCode:526.5	Inflammatory conditions of jaw
PheCode:990	Effects radiation NOS	PheCode:526.5	Inflammatory conditions of jaw
PheCode:1002	Symptoms concerning nutrition, metabolism, and development	PheCode:277.5	Other disorders of lipoid metabolism
PheCode:277.51	Lipoprotein disorders	PheCode:277.5	Other disorders of lipoid metabolism
PheCode:250.4	Abnormal glucose	PheCode:277.5	Other disorders of lipoid metabolism
PheCode:277	Other disorders of metabolism	PheCode:277.5	Other disorders of lipoid metabolism
PheCode:272.1	Hyperlipidemia	PheCode:277.5	Other disorders of lipoid metabolism
PheCode:272.13	Mixed hyperlipidemia	PheCode:277.5	Other disorders of lipoid metabolism
PheCode:656.3	Endocrine and metabolic disturbances of fetus and newborn	PheCode:277.5	Other disorders of lipoid metabolism
PheCode:381.1	Otitis media	PheCode:381.11	Suppurative and unspecified otitis media
PheCode:385	Other disorders of middle ear and mastoid	PheCode:381.11	Suppurative and unspecified otitis media
PheCode:385	Other disorders of middle ear and mastoid	PheCode:381.1	Otitis media
PheCode:381.2	Eustachian tube disorders	PheCode:381.11	Suppurative and unspecified otitis media
PheCode:381.2	Eustachian tube disorders	PheCode:381.1	Otitis media
PheCode:384.1	Myringitis	PheCode:381.11	Suppurative and unspecified otitis media
PheCode:384.1	Myringitis	PheCode:381.1	Otitis media
PheCode:256	Ovarian dysfunction	PheCode:619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament
PheCode:628	Ovarian cyst	PheCode:619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament
PheCode:615	Endometriosis	PheCode:619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament
PheCode:627.5	Premature menopause and other ovarian failure	PheCode:619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament
PheCode:626.15	Infertility, female, associated with anovulation	PheCode:619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament
PheCode:198	Secondary malignant neoplasm	PheCode:165.1	Cancer of bronchus; lung
PheCode:259	Other endocrine disorders	PheCode:577	Diseases of pancreas
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:577	Diseases of pancreas
PheCode:577.1	Acute pancreatitis	PheCode:577	Diseases of pancreas
PheCode:157	Pancreatic cancer	PheCode:577	Diseases of pancreas
PheCode:564	Functional digestive disorders	PheCode:577	Diseases of pancreas
PheCode:157	Pancreatic cancer	PheCode:158	Neoplasm of unspecified nature of digestive system
PheCode:577	Diseases of pancreas	PheCode:158	Neoplasm of unspecified nature of digestive system
PheCode:285	Other anemias	PheCode:284.1	Pancytopenia
PheCode:362.9	Retinal edema	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:371	Inflammation of the eye	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:377.3	Optic neuritis/neuropathy	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:362	Other retinal disorders	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:560.4	Other intestinal obstruction	PheCode:560.1	Paralytic ileus
PheCode:289	Other diseases of blood and blood-forming organs	PheCode:270.32	Paraproteinemia
PheCode:696.41	Psoriasis vulgaris	PheCode:696.2	Parapsoriasis
PheCode:696.4	Psoriasis	PheCode:696.2	Parapsoriasis
PheCode:259	Other endocrine disorders	PheCode:252	Disorders of parathyroid gland
PheCode:427.12	Paroxysmal ventricular tachycardia	PheCode:427.11	Paroxysmal supraventricular tachycardia
PheCode:427	Cardiac dysrhythmias	PheCode:427.11	Paroxysmal supraventricular tachycardia
PheCode:427.5	Arrhythmia (cardiac) NOS	PheCode:427.11	Paroxysmal supraventricular tachycardia
PheCode:132.1	Pediculosis and phthirus infestation	PheCode:132	Infestation (lice, mites)
PheCode:132	Infestation (lice, mites)	PheCode:132.1	Pediculosis and phthirus infestation
PheCode:263	Other nutritional deficiency	PheCode:261.2	Vitamin B-complex deficiencies
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:261.2	Vitamin B-complex deficiencies
PheCode:695.2	Bullous dermatoses	PheCode:695.22	Pemphigus and pemphigoid
PheCode:604.1	Redundant prepuce and phimosis/BXO	PheCode:604	Disorders of penis
PheCode:604.2	Vascular disorders of penis	PheCode:604	Disorders of penis
PheCode:605	Erectile dysfunction [ED]	PheCode:604	Disorders of penis
PheCode:608	Other disorders of male genital organs	PheCode:604	Disorders of penis
PheCode:604.3	Peyronie's disease	PheCode:604	Disorders of penis
PheCode:604	Disorders of penis	PheCode:604.3	Peyronie's disease
PheCode:578	Gastrointestinal hemorrhage	PheCode:531	Peptic ulcer (excl. esophageal)
PheCode:578	Gastrointestinal hemorrhage	PheCode:531.4	Peptic ulcer, site unspecified
